,manga_id,title,type,score,scored_by,status,volumes,chapters,start_date,end_date,members,favorites,sfw,approved,created_at_before,updated_at,real_start_date,real_end_date,genres,themes,demographics,authors,serializations,synopsis,background,main_picture,url,title_english,title_japanese,title_synonyms
8155,140070,Watashi no Musuko ga Isekai Tensei shitappoi Full Ver.,manga,7.32,346,currently_publishing,,,2021-08-30,,1628,10,True,True,2021-09-03 11:33:21+00:00,2023-05-27 02:10:46+00:00,2021-08-30,,['Drama'],['Adult Cast'],['Seinen'],"[{'id': 51447, 'first_name': 'Hikari', 'last_name': 'Shibata', 'role': 'Art'}, {'id': 57057, 'first_name': '', 'last_name': 'Kanemoto', 'role': 'Story'}]",['Big Comic Spirits'],"Tomota Dobara (age 35), a nerdy office worker who loves light novels, encounters Mio Hayama, his high school classmate, for the first time in 17 years. She tells him she lost her son in a car accident but asks Dobara to think of a way to meet him, because in her words, ""My son seems to have been reincarnated into another world."" 

(Source: Shogakukan, translated)","Watashi no Musuko ga Isekai Tensei shitappoi Full Ver. has been published in French as Mon fils semble avoir été reincarné dans un autre monde by Mana Books since March 2, 2023.",https://cdn.myanimelist.net/images/manga/3/257316l.jpg,https://myanimelist.net/manga/140070/Watashi_no_Musuko_ga_Isekai_Tensei_shitappoi_Full_Ver,My Son Seems to Have Gone Reincarnated to Another World. Full Version,私の息子が異世界転生したっぽい フルver.,[]
8175,112342,Isekai Yururi Kikou: Kosodateshinagara Boukensha Shimasu,manga,6.8100000000000005,1555,currently_publishing,,,2018-01-17,,5343,30,True,True,2018-02-03 01:51:17+00:00,2022-04-28 10:57:32+00:00,2018-01-17,,"['Comedy', 'Fantasy', 'Slice of Life']",['Isekai'],[],"[{'id': 6682, 'first_name': 'Tomomi', 'last_name': 'Mizuna', 'role': 'Art'}, {'id': 46703, 'first_name': 'Shizuru', 'last_name': 'Minazuki', 'role': 'Story'}]",['AlphaPolis Web Manga'],"""I'm terribly sorry!""

A god was suddenly prostrating in front of Kayano Takumi. He was apparently killed by a mistake. Moreover, he can't be reborn again. However, according to god, he would be able to live in a different world, but he made a mistake again and transferred him into a dangerous forest... where he finds a pair of children and decides to take care of them.

(Source: Alphapolis, edited)",Isekai Yururi Kikou: Kosodateshinagara Boukensha Shimasu is published digitally in English as A Journey Through Another World: Raising Kids While Adventuring through Alpha Manga.,https://cdn.myanimelist.net/images/manga/1/224398l.jpg,https://myanimelist.net/manga/112342/Isekai_Yururi_Kikou__Kosodateshinagara_Boukensha_Shimasu,A Journey Through Another World: Raising Kids While Adventuring,異世界ゆるり紀行 ～子育てしながら冒険者します～,['Isekai Yururi Kikou: Raising Children While Being an Adventurer']
8208,122650,"Hazurewaku no ""Joutai Ijou Skill"" de Saikyou ni Natta Ore ga Subete wo Juurin suru made",manga,6.68,3758,currently_publishing,,,2019-07-26,,12819,38,True,True,2019-12-28 11:50:19+00:00,2022-04-17 21:07:04+00:00,2019-07-26,,"['Action', 'Adventure', 'Fantasy']",['Isekai'],[],"[{'id': 35011, 'first_name': 'Kaoru', 'last_name': 'Shinozaki', 'role': 'Story'}, {'id': 50327, 'first_name': 'Shou', 'last_name': 'Uyoshi', 'role': 'Art'}]",['Comic Gardo'],"Along with his entire class, Touka Mimori was summoned to another world by the Goddess Vysis. While most were ranked quite powerful, Touka was the weakest among them, so it was only natural that he be disposed of. Vysis' first impression as a generous and loving woman soon gives way to her true, cruel nature, and she rallies his classmates against him, casting him into a cavernous labyrinth of death and despair.

Despite being the weakest, even he has a personal skill: ""Abnormal State Skill."" This ability, combined with his low level ""poison"" and ""paralyze"" powers, proves to be a deadly medley—hindering the movement of monsters, then letting poison whittle away at their health until they die without having a chance to fight back. 

Gaining new abilities and companions along the way, Touka aims to exact revenge on that spiteful goddess who cast him into this hellscape.

[Written by MAL Rewrite]","Hazurewaku no ""Joutai Ijou Skill"" de Saikyou ni Natta Ore ga Subete wo Juurin suru made has been published in English as Failure Frame: I Became the Strongest and Annihilated Everything With Low-Level Spells by Seven Seas Entertainment since April 13, 2021.",https://cdn.myanimelist.net/images/manga/3/226075l.jpg,https://myanimelist.net/manga/122650/Hazurewaku_no_Joutai_Ijou_Skill_de_Saikyou_ni_Natta_Ore_ga_Subete_wo_Juurin_suru_made,Failure Frame: I Became the Strongest and Annihilated Everything With Low-Level Spells,ハズレ枠の【状態異常スキル】で最強になった俺がすべてを蹂躙するまで,"['I became the strongest with the failure frame ""Abnormal State Skill"" as I devastated everything']"
8210,114779,"Hazurewaku no ""Joutai Ijou Skill"" de Saikyou ni Natta Ore ga Subete wo Juurin suru made",light_novel,7.16,465,currently_publishing,,,2018-07-25,,1677,26,True,True,2018-08-03 07:16:13+00:00,2022-03-23 15:06:49+00:00,2018-07-25,,"['Action', 'Adventure', 'Fantasy']",['Isekai'],[],"[{'id': 35011, 'first_name': 'Kaoru', 'last_name': 'Shinozaki', 'role': 'Story'}, {'id': 48133, 'first_name': '', 'last_name': 'KWKM', 'role': 'Art'}]",[],"Abruptly catapulted into a fantasy world, Mimori Touka and his classmates have been summoned by the world’s resident goddess to serve as heroes. Luckily, most of the students display amazing skills upon arrival—except for Mimori, whose abilities bottom out at a measly E-rank. With no further use for him, the goddess banishes Mimori to a dungeon from which no one has ever returned alive. Yet, as it turns out, Mimori’s skills aren’t so much worthless as they are abnormal. Abnormally powerful, even. If Mimori can only claw his way back to the surface, nothing will stand in his way from getting revenge.

(Source: Seven Seas Entertainment)","Hazurewaku no ""Joutai Ijou Skill"" de Saikyou ni Natta Ore ga Subete wo Juurin suru made has been published digitally in English as Failure Frame: I Became the Strongest and Annihilated Everything With Low-Level Spells by Seven Seas Entertainment under the Airship imprint since December 10, 2020, and in print since March 9, 2021.",https://cdn.myanimelist.net/images/manga/1/226074l.jpg,https://myanimelist.net/manga/114779/Hazurewaku_no_Joutai_Ijou_Skill_de_Saikyou_ni_Natta_Ore_ga_Subete_wo_Juurin_suru_made,Failure Frame: I Became the Strongest and Annihilated Everything With Low-Level Spells,ハズレ枠の【状態異常スキル】で最強になった俺がすべてを蹂躙するまで,"['I became the strongest with the failure frame ""Abnormal State Skill"" as I devastated everything']"
8371,99313,Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!,manga,6.69,3022,finished,13.0,103.0,2016-05-06,2021-10-01,11430,37,True,True,2016-06-15 14:43:09+00:00,2022-04-14 15:36:54+00:00,2016-05-06,2021-10-01,['Fantasy'],['Isekai'],['Seinen'],"[{'id': 24919, 'first_name': 'Riku', 'last_name': 'Misora', 'role': 'Story'}, {'id': 36704, 'first_name': 'Kotaro', 'last_name': 'Yamada', 'role': 'Art'}]",['Young Gangan'],"Seven Japanese high school prodigies have taken the world by storm, exercising their mind-blowing abilities in everything from politics to entertainment. But when their plane crashes one day, these geniuses awaken to find themselves in a different realm-one that's home to magic and beast folk! While such strange new surroundings might throw an average person for a loop, these prodigies take their situation in stride... and then some! With the greatest minds and talents known to Earth, this dream team is about to turn the other world on its head!

(Source: Yen Press)","Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu! has been published in English as High School Prodigies Have It Easy Even in Another World! by Yen Press since October 30, 2018.",https://cdn.myanimelist.net/images/manga/3/184621l.jpg,https://myanimelist.net/manga/99313/Choujin_Koukousei-tachi_wa_Isekai_demo_Yoyuu_de_Ikinuku_you_desu,High School Prodigies Have It Easy Even in Another World!,超人高校生たちは異世界でも余裕で生き抜くようです！,"['Super Human High Schoolers Are in Another World, But Seem to be Living in Comfort!']"
8412,28549,Papa no Iukoto wo Kikinasai!: Takanashi no Hidamari,manga,7.23,382,finished,1.0,6.0,2011-08-19,2012-01-19,1262,0,True,True,2011-08-29 08:46:04+00:00,2016-11-27 05:49:33+00:00,2011-08-19,2012-01-19,"['Comedy', 'Drama', 'Ecchi', 'Slice of Life']","['Childcare', 'School']",['Seinen'],"[{'id': 2898, 'first_name': 'Idumi', 'last_name': 'Kirihara', 'role': 'Story & Art'}, {'id': 8637, 'first_name': '', 'last_name': 'F4U', 'role': 'Story & Art'}, {'id': 10974, 'first_name': 'Ryu', 'last_name': 'Shinonome', 'role': 'Story & Art'}, {'id': 13293, 'first_name': '', 'last_name': 'Wadapen.', 'role': 'Story & Art'}, {'id': 13783, 'first_name': 'Keiji', 'last_name': 'Watarai', 'role': 'Story & Art'}]",['Ultra Jump'],"Takanashi no Hidamari is a spin-off series, following the other people living in Hachiouji and how the Takanashi family ""sheds light"" on them in one way or another.

(Source: Japanzai)",,https://cdn.myanimelist.net/images/manga/1/178667l.jpg,https://myanimelist.net/manga/28549/Papa_no_Iukoto_wo_Kikinasai__Takanashi_no_Hidamari,"Listen to me girls, I am your father! The sunny place for Takanashi sisters.",パパのいうことを聞きなさい！ ～小鳥遊の陽だまり～,"['Papa no Iu Koto wo Kikinasai!', 'Listen to Me Girls, I Am Your Father!']"
8420,155654,Serial Killer Isekai ni Oritatsu,manga,7.12,482,currently_publishing,,,2022-05-25,,1946,7,True,True,2023-02-05 02:01:45+00:00,2023-02-05 14:32:34+00:00,2022-05-25,,"['Action', 'Fantasy']","['Isekai', 'Reincarnation']",['Seinen'],"[{'id': 64081, 'first_name': '', 'last_name': 'Hiro', 'role': 'Art'}, {'id': 64082, 'first_name': 'Ichigo', 'last_name': 'Hitotsubu', 'role': 'Story'}]",['Young King Lambda'],A serial killer is reincarnated into another world in order to have him kill the other reincarnators.,,https://cdn.myanimelist.net/images/manga/3/276384l.jpg,https://myanimelist.net/manga/155654/Serial_Killer_Isekai_ni_Oritatsu,The Serial Killer Is Reincarnated into the Another World.,シリアルキラー異世界に降り立つ,[]
8463,134989,Tsundere Akuyaku Reijou Liselotte to Jikkyou no Endou-kun to Kaisetsu no Kobayashi-san,light_novel,7.47,265,finished,2.0,25.0,2019-04-10,2019-08-09,994,16,True,True,2021-03-21 17:27:34+00:00,2023-05-14 13:37:14+00:00,2019-04-10,2019-08-09,"['Comedy', 'Fantasy', 'Romance']",['Villainess'],[],"[{'id': 24139, 'first_name': '', 'last_name': 'Eihi', 'role': 'Art'}, {'id': 50384, 'first_name': 'Suzu', 'last_name': 'Enoshima', 'role': 'Story'}]",[],"One day, Crown Prince Sieg hears the Voices of the Gods out of the blue. Apparently, his fiancée Lieselotte is a ""tsun de rais"" villainess destined to meet her demise...and her sharp tongue is just a way of covering up her embarrassment. The prince can hardly contain himself after discovering Lieselotte's adorable hidden side. Little does he know, the heavenly beings that bestowed this knowledge unto him are actually high schoolers! Can he use their divine prophecy (let's play commentary) to save his betrothed and avoid a Bad End?!

(Source: J-Novel Club)","Tsundere Akuyaku Reijou Liselotte to Jikkyou no Endou-kun to Kaisetsu no Kobayashi-san has been published digitally in English as Endo and Kobayashi Live! The Latest on Tsundere Villainess Lieselotte by J-Novel Club since November 19, 2021.",https://cdn.myanimelist.net/images/manga/1/243640l.jpg,https://myanimelist.net/manga/134989/Tsundere_Akuyaku_Reijou_Liselotte_to_Jikkyou_no_Endou-kun_to_Kaisetsu_no_Kobayashi-san,Endo and Kobayashi Live! The Latest on Tsundere Villainess Lieselotte,ツンデレ悪役令嬢リーゼロッテと実況の遠藤くんと解説の小林さん,"[""Endo and Kobayashi's Live Commentary on the Villainess""]"
8477,122864,Yuujin Character no Ore ga Motemakuru Wake Nai Darou?,light_novel,7.04,588,currently_publishing,,,2019-07-25,,2792,31,True,True,2020-01-05 17:56:39+00:00,2022-04-16 17:14:50+00:00,2019-07-25,,"['Comedy', 'Romance']","['Harem', 'School']",[],"[{'id': 41581, 'first_name': '', 'last_name': 'Tomari', 'role': 'Art'}, {'id': 52184, 'first_name': '', 'last_name': 'Sekaiichi', 'role': 'Story'}, {'id': 56194, 'first_name': 'Tom', 'last_name': 'Osabe', 'role': 'Art'}]",[],"I'm Yuuji Tomoki, a normal second-year student in high school. Perfectly normal, if not for the fact that everyone avoids me like the plague because I look like I'm out for blood. The only exception is the typical novel protagonist chad Haruma Ike. But one day, his sister Touka confessed to me! This chick just met me yesterday, what's she going on about?! In any case, I decided to be her fake boyfriend on account of my friendship with Haruma. But now even Haruma's idol-tier childhood friend and a smoking hot teacher is getting involved with me?! Hold up, this ain't a romcom wet dream! I mean, there's no way a sidekick like me could be popular, right?

(Source: Overlap, translated)","Yuujin Character no Ore ga Motemakuru Wake Nai Darou? began as a web novel on Shousetsuka ni Narou on May 15, 2018. Overlap has released an revised and illustrated version of the series since July 25, 2019 under its Overlap Bunko label. The series has been published in English as There's no way a side character like me could be popular, right? by Tentai Books since May 29, 2020.",https://cdn.myanimelist.net/images/manga/3/235087l.jpg,https://myanimelist.net/manga/122864/Yuujin_Character_no_Ore_ga_Motemakuru_Wake_Nai_Darou,"There's no way a side character like me could be popular, right?",友人キャラの俺がモテまくるわけないだろ?,"[""There's No Way A Sidekick Like Me Could Be Popular, Right?""]"
8598,121335,"Souda, Baikoku shiyou: Tensai Ouji no Akaji Kokka Saisei Jutsu",manga,6.92,818,currently_publishing,,,2019-10-08,,3677,13,True,True,2019-08-31 15:37:46+00:00,2022-07-25 19:00:55+00:00,2019-10-08,,"['Comedy', 'Fantasy']",[],[],"[{'id': 29305, 'first_name': 'Tooru', 'last_name': 'Toba', 'role': 'Story'}, {'id': 51260, 'first_name': '', 'last_name': 'Emuda', 'role': 'Art'}]",['Manga UP!'],"The prince of this small and weak kingdom strives for only one thing: selling out his country and living a quiet life in leisure! Sadly, the greatest obstacle he will ever face is his own genius...! As he achieves ever greater accomplishments, he earns more and more favor with the people of his kingdom...which makes fulfilling his own dreams all the harder!!!

(Source: Yen Press)","Souda, Baikoku shiyou: Tensai Ouji no Akaji Kokka Saisei Jutsu has been published digitally in English as The Genius Prince's Guide to Raising a Nation Out of Debt by Square Enix through Manga UP!",https://cdn.myanimelist.net/images/manga/2/229898l.jpg,https://myanimelist.net/manga/121335/Souda_Baikoku_shiyou__Tensai_Ouji_no_Akaji_Kokka_Saisei_Jutsu,The Genius Prince's Guide to Raising a Nation Out of Debt,そうだ、売国しよう〜天才王子の赤字国家再生術〜,"[""The Genius Prince's Guide to Raising a Nation Out of Debt (Hey, How About Treason?)""]"
8864,113292,Maou-sama no Machizukuri!: Saikyou no Dungeon wa Kindai Toshi,manga,6.64,3108,currently_publishing,,,2018-03-09,,11697,31,True,True,2018-03-19 12:37:01+00:00,2022-06-16 23:17:30+00:00,2018-03-09,,"['Action', 'Fantasy']",[],[],"[{'id': 15769, 'first_name': 'Hideaki', 'last_name': 'Yoshikawa', 'role': 'Art'}, {'id': 38598, 'first_name': 'Rui', 'last_name': 'Tsukiyo', 'role': 'Story'}]",['Comic Gardo'],"Beings that create and control monsters and demons, beings that build and reign over malicious labyrinths, the chosen individuals to possess an overwhelming Unique Skill—they are the Demon Lords.

Demon Lords entice people to come to the labyrinth they've built and eat the people's despair as their nourishment. However, newly born Demon Lord Procell has decided that he will obtain people's hopes and not their despair as nourishment, and build a happy town instead of a malicious labyrinth to collect human beings.

This is the story of an eccentric Demon Lord, with all its ins and outs.

(Source: Novel Updates, edited)","Maou-sama no Machizukuri!: Saikyou no Dungeon wa Kindai Toshi has been published in English as Dungeon Builder: The Demon King's Labyrinth is a Modern City! by Seven Seas Entertainment since January 7, 2020.",https://cdn.myanimelist.net/images/manga/3/215172l.jpg,https://myanimelist.net/manga/113292/Maou-sama_no_Machizukuri__Saikyou_no_Dungeon_wa_Kindai_Toshi,Dungeon Builder: The Demon King's Labyrinth is a Modern City!,魔王様の街づくり！～最強のダンジョンは近代都市～,"['The devil is making city', ""Demon King's Town Planning! The Strongest Dungeon is a Modern City""]"
