,manga_id,title,type,score,scored_by,status,volumes,chapters,start_date,end_date,members,favorites,sfw,approved,created_at_before,updated_at,real_start_date,real_end_date,genres,themes,demographics,authors,serializations,synopsis,background,main_picture,url,title_english,title_japanese,title_synonyms
7612,120878,"Kumo desu ga, Nani ka?: Kumoko Sisters no Nichijou",manga,7.07,682,finished,6.0,102.0,2019-07-18,2022-12-08,2895,23,True,True,2019-08-04 22:01:08+00:00,2023-03-16 01:00:07+00:00,2019-07-18,2022-12-08,"['Comedy', 'Fantasy']","['Isekai', 'Parody', 'Reincarnation']",[],"[{'id': 50851, 'first_name': '', 'last_name': 'Gratin-dori', 'role': 'Story & Art'}]",['Young Ace UP'],"When the ""Parallel Minds"" skill meant to enhance Kumoko's thought process goes horribly wrong, the four separate ""minds"" split off into four different bodies in an unforeseen side effect. With all of them having developed their own peculiar personalities, this soon leads to all kinds of strange and hilarious problems...

[Written by MAL Rewrite]","Kumo desu ga, Nani ka?: Kumoko Sisters no Nichijou has been published in English as So I'm a Spider, So What? The Daily Lives of the Kumoko Sisters by Yen Press since November 9, 2021.",https://cdn.myanimelist.net/images/manga/1/227730l.jpg,https://myanimelist.net/manga/120878/Kumo_desu_ga_Nani_ka__Kumoko_Sisters_no_Nichijou,"So I'm a Spider, So What? The Daily Lives of the Kumoko Sisters",蜘蛛ですが、なにか? 蜘蛛子四姉妹〈シスターズ〉の日常,"['Kumo desu ga, Nani ka?: Kumoko Yonshimai no Nichijou', 'Kumo Desu ga, Nani ka?: Daily Life of the Four Spider Sisters']"
7626,139899,Android wa Keiken Ninzuu ni Hairimasu ka??,manga,7.26,437,currently_publishing,,,2021-07-16,,1683,14,False,True,2021-09-01 00:21:24+00:00,2023-04-17 19:33:28+00:00,2021-07-16,,"['Erotica', 'Girls Love', 'Sci-Fi']",[],[],"[{'id': 53717, 'first_name': 'Teishoku', 'last_name': 'Yakiniku', 'role': 'Story & Art'}]",['Comic Yuri Hime'],"Office Lady Tsuda Akane, age 28, seems like she's got it all together. Beautiful, brainy, and an indispensable office worker for a robotics manufacturer, Akane's admired at work...because her colleagues can't see her at home. Privately, Akane's a hot mess with an apartment that looks more like a landfill than a living space. Good thing she drunkenly ordered a new android named Nadeshiko to help her clean up! Well, maybe not good, because the beautiful lady android that arrives is a horny hottie. Akane's about to get more service than she expected!

(Source: Seven Seas Entertainment)","Android wa Keiken Ninzuu ni Hairimasu ka?? has been published in English as Does It Count If You Lose Your Virginity to an Android? by Seven Seas Entertainment since April 18, 2023.",https://cdn.myanimelist.net/images/manga/1/256252l.jpg,https://myanimelist.net/manga/139899/Android_wa_Keiken_Ninzuu_ni_Hairimasu_ka,Does It Count If You Lose Your Virginity to an Android?,アンドロイドは経験人数に入りますか??,['Does It Count if Your First Time Is With an Android??']
7644,101266,Watashi to Sensei no Genjuu Shinryouroku,manga,7.2,493,finished,5.0,30.0,2016-09-05,2020-03-05,1684,14,True,True,2016-09-12 05:35:05+00:00,2023-04-26 21:54:01+00:00,2016-09-05,2020-03-05,"['Fantasy', 'Supernatural']",[],['Shounen'],"[{'id': 43153, 'first_name': '', 'last_name': 'Kajiya', 'role': 'Story & Art'}]",['Comic Garden'],"It is a time when humans have begun to forget magic, and science has risen to take its place. Mythical beasts are beginning to disappear from the world. A young girl named Ziska, born into a line of mages, becomes the apprentice to a veterinarian for magical creatures. With the two of them working together, they hope to save these beasts of legend from a world that is leaving them behind.

(Source: Seven Seas Entertainment)","Watashi to Sensei no Genjuu Shinryouroku was published in English as How to Treat Magical Beasts: Mine and Master's Medical Journal by Seven Seas Entertainment from May 22, 2018 to March 30, 2021.",https://cdn.myanimelist.net/images/manga/2/195829l.jpg,https://myanimelist.net/manga/101266/Watashi_to_Sensei_no_Genjuu_Shinryouroku,How to Treat Magical Beasts: Mine and Master's Medical Journal,わたしと先生の幻獣診療録,[]
7719,113980,Sekai Saikyou no Kouei: Meikyuukoku no Shinjin Tansakusha,manga,6.82,1845,currently_publishing,,,2018-03-30,,7044,10,True,True,2018-04-20 23:03:03+00:00,2022-03-23 14:51:48+00:00,2018-03-30,,"['Action', 'Adventure', 'Fantasy']","['Isekai', 'Reincarnation']",[],"[{'id': 38309, 'first_name': 'Touwa', 'last_name': 'Akatsuki', 'role': 'Story'}, {'id': 48231, 'first_name': '', 'last_name': 'Rikizou', 'role': 'Art'}]",['ComicWalker'],"Workaholic assistant Atobe Arihito fell asleep on his company's bus while on a vacation. When he awoke he learned he had died due to the bus getting into an accident, and that he had reincarnated into a world of reincarnators—to the Labyrinth Country. To his surprise, he was discovered by his slave-driving manager, Igarashi Kyouka, who further explains their role in this world.

In Labyrinth Country, reincarnators are expected to choose a job and form parties to fight against monsters in Labyrinths. Kyouka had expected Arihito to work with her once again, but he declines due to his knowledge of her demanding nature. As they depart she vows to make him regret not choosing her. And thus starts Arihito's adventure as a ""Rearguard.""

(Source: Novel Updates)","Sekai Saikyou no Kouei: Meikyuukoku no Shinjin Tansakusha has been published in English as The World's Strongest Rearguard: Labyrinth Country's Novice Seeker by Yen Press since January 28, 2020.",https://cdn.myanimelist.net/images/manga/1/211960l.jpg,https://myanimelist.net/manga/113980/Sekai_Saikyou_no_Kouei__Meikyuukoku_no_Shinjin_Tansakusha,The World's Strongest Rearguard: Labyrinth Country's Novice Seeker,世界最強の後衛 ～迷宮国の新人探索者～,"[""World's Strongest Rearguard: The Novice Seeker of Labyrinth Country""]"
7729,124702,Yubisaki kara Honki no Netsujou: Charao Shouboushi wa Massugu na Me de Watashi wo Daita,manga,7.05,702,currently_publishing,,,2018-07-06,,2959,56,True,True,2020-02-25 17:37:08+00:00,2023-07-16 18:25:37+00:00,2018-07-06,,"['Ecchi', 'Romance']",[],[],"[{'id': 52335, 'first_name': 'Tanishi', 'last_name': 'Kawano', 'role': 'Story & Art'}]",[],"A fire can have devastating effects on a person, but although she lost all of her possessions when her apartment caught on fire, Ryou Fujihashi is able to move on quickly. This is due mostly to her childhood friend and local firefighter, Souma Mizuno, letting her stay with him. But Ryou knows that Souma is a playboy, so she immediately attempts to set up boundaries to keep his wandering hands away from her.

However, Ryou begins to enjoy Souma's advances, and the places his hands wander begin to crave his touch, turning the smoldering lust within her into a blazing inferno.

[Written by MAL Rewrite]","Yubisaki kara Honki no Netsujou: Charao Shouboushi wa Massugu na Me de Watashi wo Daita has been published in English as Fire in His Fingertips: A Flirty Fireman Ravishes Me with His Smoldering Gaze by Seven Seas Entertainment under the Ghost Ship imprint since March 31, 2020. The series is also published digitally in English by WWWave Corporation through Coolmic.",https://cdn.myanimelist.net/images/manga/1/235613l.jpg,https://myanimelist.net/manga/124702/Yubisaki_kara_Honki_no_Netsujou__Charao_Shouboushi_wa_Massugu_na_Me_de_Watashi_wo_Daita,Fire in His Fingertips: A Flirty Fireman Ravishes Me with His Smoldering Gaze,指先から本気の熱情～チャラ男消防士はまっすぐな目で私を抱いた～,[]
7767,111835,Manga de Yomu Jinsei ga Tokimeku Katazuke no Mahou,manga,7.32,379,finished,1.0,10.0,2017-02-13,2017-02-13,804,13,True,True,2018-01-17 19:38:03+00:00,2022-05-17 00:47:54+00:00,2017-02-13,2017-02-13,['Slice of Life'],['Educational'],[],"[{'id': 21175, 'first_name': 'Yuuko', 'last_name': 'Uramoto', 'role': 'Story & Art'}, {'id': 49392, 'first_name': 'Marie', 'last_name': 'Kondo', 'role': 'Story'}]",[],"Chiaki Suzuki is a 29-year-old career woman whose life is as messy as her apartment. After an embarrassing mishap in which her attractive neighbor reproached her for the garbage on her balcony, Chiaki decides to sign up for lessons from a ""KonMari"" on how to tidy up her home. However, instead of the macho man she was expecting, she is greeted by a gentle, small-statured woman who introduces herself as world-famous organizing consultant Marie Kondou.

Promising to teach Chiaki the secrets to an organized home and life, Marie begins to share her tried-and-true methods for tidying up and staying consistent in the process. With Marie's guidance and words of wisdom, Chiaki slowly notices changes not just in her apartment but also in her professional and dating life.

[Written by MAL Rewrite]","Manga de Yomu Jinsei ga Tokimeku Katazuke no Mahou is based on Marie Kondo's 2010 book Jinsei ga Tokimeku Katazuke no Mahou, which has been published in more than 30 countries. Marie Kondo subsequently created a Netflix series named Tidying Up with Marie Kondo, for which she was nominated for a Primetime Emmy for Outstanding Host for a Reality or Competition Program in 2019. The manga was published in English as The Life-Changing Manga of Tidying Up: A Magical Story by Ten Speed Press on June 27, 2017.",https://cdn.myanimelist.net/images/manga/1/220652l.jpg,https://myanimelist.net/manga/111835/Manga_de_Yomu_Jinsei_ga_Tokimeku_Katazuke_no_Mahou,The Life-Changing Manga of Tidying Up: A Magical Story,マンガで読む人生がときめく片づけの魔法,[]
7839,118652,"Monster ga Afureru Sekai ni Natta node, Suki ni Ikitai to Omoimasu",manga,6.92,1049,currently_publishing,,,2018-10-13,,3708,17,True,True,2019-03-28 03:04:32+00:00,2022-10-27 16:26:45+00:00,2018-10-13,,"['Action', 'Adventure', 'Fantasy']",[],[],"[{'id': 46871, 'first_name': '', 'last_name': 'Larsan', 'role': 'Art'}, {'id': 50348, 'first_name': '', 'last_name': 'Yosshaa!', 'role': 'Story'}]",['Manga UP!'],"""You have acquired experience points. Kazuto Kudou has risen to Level 1,"" echoes through Kazuto's mind after he runs over a mysterious dog on his way home from work. The next morning, he awakens to a changed world, full of vicious monsters. The world now features a game-like system of levels and skills, alongside danger at every turn. Will Kazuto be able to survive by leveling up and taking advantage of the special skill he acquired the previous night? His survival adventure begins now!

(Source: Square Enix)","Monster ga Afureru Sekai ni Natta node, Suki ni Ikitai to Omoimasu has been published digitally in English as The World is Full of Monsters, So I Want to Live as I Wish by Square Enix through Manga UP!",https://cdn.myanimelist.net/images/manga/3/216414l.jpg,https://myanimelist.net/manga/118652/Monster_ga_Afureru_Sekai_ni_Natta_node_Suki_ni_Ikitai_to_Omoimasu,"The World is Full of Monsters, So I Want to Live as I Wish",モンスターがあふれる世界になったので、好きに生きたいと思います,"[""The World Is Overflowing with Monster, I'm Taking a Liking to This Life"", 'The world is full of monsters now, therefore I want to live as I wish.']"
7840,131285,A Tender Heart: The Story of How I Became a Duke's Maid,manhwa,6.77,2367,finished,6.0,20.0,2019-08-07,2022-03-01,5709,49,True,True,2020-11-23 16:18:28+00:00,2023-01-03 00:24:35+00:00,2019-08-07,2022-03-01,"['Fantasy', 'Romance']",['Reincarnation'],[],"[{'id': 52748, 'first_name': '', 'last_name': 'Jooahri', 'role': 'Story'}, {'id': 52749, 'first_name': '', 'last_name': 'Aloha', 'role': 'Art'}]",['KakaoPage'],"Alejandro ""Liandro"" Cyril Bellavitti was just another secondary male lead who met a terrible end. Cursed from a young age, he was an outcast in his own home, devoid of his parents' love and neglected by the servants. In real-life Korea, a young woman cries for the pitiful character, wholeheartedly hoping he finds happiness. Suddenly, in the blink of an eye, she discovers herself in the very novel she had been reading.

Now known as ""Evelina""—one of many nameless maids—she tends to the young and bedridden Liandro. Accustomed to the scorn of others, Liandro initially rejects her kindness. However, through tender care and consideration, Evelina eventually makes him open up. That is, until she accidentally lifts his curse, a role that was supposed to be fulfilled by the heroine.

Having effectively redirected the course of the story, all Evelina can do is wait to uncover what fate awaits her and Liandro—but this mistake may prove to be the catalyst that drives them apart.

[Written by MAL Rewrite]","A Tender Heart: The Story of How I Became a Duke's Maid is an adaptation of Jooahri's Nalgeot web novel series. It is originally a webtoon series which has been officially published in book format by D&C Media (디앤씨미디어) since November 24, 2020. The series has been published digitally in English by Tappytoon since November 27, 2019.",https://cdn.myanimelist.net/images/manga/2/237317l.jpg,https://myanimelist.net/manga/131285/A_Tender_Heart__The_Story_of_How_I_Became_a_Dukes_Maid,A Tender Heart: The Story of How I Became a Duke's Maid,날것 : 공작가의 하녀로 빙의했습니다,"['Nalgeot: Gongjak-gaui Hanyeo-ro Bing-ui-haetseumnida', ""Sincerely: I Became a Duke's Maid""]"
7845,1770,Takumi-kun Series,manga,7.24,430,currently_publishing,,,2001-01-01,,1402,16,False,True,2007-10-07 08:14:20+00:00,2019-08-03 16:45:24+00:00,2001,,"['Boys Love', 'Drama', 'Erotica']",['School'],[],"[{'id': 2281, 'first_name': 'Shinobu', 'last_name': 'Gotou', 'role': 'Story'}, {'id': 2813, 'first_name': 'Kazumi', 'last_name': 'Ooya', 'role': 'Art'}]",[],"Far away from the city, deep within the mountains, sits the all-boys high school Shidou Academy. In years past, this school housed only the sons of the most elite families in the country, but these days it welcomes all into its historic halls.

Volume 1:
Takumi, a boy from humble origins, prepares to begin his second year at the school. Held back by psychological issues, Takumi's indifferent attitude has garnered him no friends and a reputation as a cold fish. Then along comes Gui, a wealthy and charismatic student born in America. Gui is the only person who doesn't see Takumi as odd, and the two become friends. But how will the two cope when Gui confesses his love to Takumi? And can the couple survive the revelation of the secret behind the psychological problems that plague Takumi? (Source: Blu)

Series: タクミくんシリーズ 
Based on novels by Shinobu Gotoh.
1. June Pride [６月の自尊心] (2/2001)
2. Hadashi no Waltz (Barefoot Waltz) [裸足のワルツ] (2/2002)
3. Kisetsu Hazure no Kaidan (Tales out of Season) [季節はずれのカイダン] (12/2003)
4. Bibou no Detail [美貌のディテイル] (12/2004)
5. Jealousy (12/2005)
6. Hanachiru Yoru ni Kimi wo Omoeba [花散る夜にきみを想えば] (12/2006)
7, 8. Pure (2 vols.) (12/2007, 12/2008)
","Takumi-kun Series had one volume published in English as June Pride by Tokyopop's Blu Manga imprint on September 1, 2007.",https://cdn.myanimelist.net/images/manga/3/5218l.jpg,https://myanimelist.net/manga/1770/Takumi-kun_Series,Takumi-kun; June Pride; Barefoot Waltz; Tales out of Season,タクミくんシリーズ ; ６月の自尊心; 裸足のワルツ; 季節はずれのカイダン; 美貌のディテイル; 花散る夜にきみを想えば,"['June Pride', 'Hadashi no Waltz', 'Barefoot Waltz', 'Kisetsu Hazure no Kaidan', 'Tales out of Season', 'Bibou no Detail', 'Jealousy', 'Hanachiru Yoru ni Kimi wo Omoeba', 'Pure']"
7919,56987,Heart no Kuni no Alice: Koisuru Ibara no Meikyuu,manga,7.23,432,finished,1.0,5.0,2011-11-10,2012-12-10,1464,14,True,True,2013-08-10 19:33:54+00:00,2021-01-23 07:13:06+00:00,2011-11-10,2012-12-10,['Romance'],[],['Shoujo'],"[{'id': 10558, 'first_name': '', 'last_name': 'QuinRose', 'role': 'Story'}, {'id': 24995, 'first_name': 'Aoi', 'last_name': 'Kurihara', 'role': 'Story & Art'}]",['Zero-Sum Online'],"Unwillingly drawn into the Country of Hearts, Alice decides to make the Clocktower her home. However, the volatile relationship between Alice and Julius the Clockmaker does not make her stay easy. Just when she thinks she's had enough, other players who vie for Alice's heart enter the picture: the dream demon Nightmare, and the dashing Ace of Hearts. Who will Alice choose?

(Source: Seven Seas Entertainment)","Heart no Kuni no Alice: Koisuru Ibara no Meikyuu was published in English as Alice in the Country of Hearts: Love Labyrinth of Thorns by Seven Seas on May 6, 2014.",https://cdn.myanimelist.net/images/manga/2/161531l.jpg,https://myanimelist.net/manga/56987/Heart_no_Kuni_no_Alice__Koisuru_Ibara_no_Meikyuu,Alice in the Country of Hearts: Love Labyrinth of Thorns,ハートの国のアリス～恋する茨の迷宮～,[]
8007,154229,Totsukuni no Shoujo: [dear.] Bangai-hen,manga,7.55,269,finished,1.0,7.0,2022-03-10,2022-03-10,607,2,True,True,2022-12-18 16:57:45+00:00,2022-12-20 21:14:55+00:00,2022-03-10,2022-03-10,['Fantasy'],[],[],"[{'id': 38493, 'first_name': '', 'last_name': 'Nagabe', 'role': 'Story & Art'}]",[],"It was inevitable that the road walked by Teacher and Shiva would be sorrowful, but not all of their times together were bleak. Many of their days held quiet, shimmering joy; comfortable days of sunlight and soft breezes where nothing of significance happened. Days that remained unseen...until now. These are the side stories of two people—one human, one inhuman—who linger in the hazy twilight that separates night from day.

(Source: Seven Seas Entertainment)","Totsukuni no Shoujo: [dear.] Bangai-hen was published in English as The Girl From the Other Side: Siúil, a Rún - [dear.] Side Stories by Seven Seas Entertainment on December 20, 2022.",https://cdn.myanimelist.net/images/manga/2/273733l.jpg,https://myanimelist.net/manga/154229/Totsukuni_no_Shoujo__dear_Bangai-hen,"The Girl From the Other Side: Siúil, a Rún - [dear.] Side Stories",とつくにの少女 [dear.] 番外編,[]
8012,103012,Éclair: Anata ni Hibiku Yuri Anthology,manga,6.89,1115,currently_publishing,,,2016-11-26,,4253,17,True,True,2016-12-15 08:15:01+00:00,2022-03-26 13:57:16+00:00,2016-11-26,,"['Drama', 'Girls Love']",['School'],[],"[{'id': 3481, 'first_name': '', 'last_name': 'Canno', 'role': 'Story & Art'}, {'id': 3514, 'first_name': 'Sakuya', 'last_name': 'Amano', 'role': 'Story & Art'}, {'id': 7605, 'first_name': 'Auri', 'last_name': 'Hirao', 'role': 'Story & Art'}, {'id': 7652, 'first_name': 'Chihiro', 'last_name': 'Harumi', 'role': 'Story & Art'}, {'id': 9400, 'first_name': 'Eri', 'last_name': 'Ejima', 'role': 'Story & Art'}, {'id': 10405, 'first_name': 'Shuninta', 'last_name': 'Amano', 'role': 'Story & Art'}, {'id': 13371, 'first_name': 'Uta', 'last_name': 'Isaki', 'role': 'Story & Art'}, {'id': 18119, 'first_name': 'Taki', 'last_name': 'Kitao', 'role': 'Story & Art'}, {'id': 24961, 'first_name': '', 'last_name': 'Mekimeki', 'role': 'Story & Art'}, {'id': 35917, 'first_name': 'Hachi', 'last_name': 'Itou', 'role': 'Story & Art'}, {'id': 37750, 'first_name': 'Nio', 'last_name': 'Nakatani', 'role': 'Story & Art'}, {'id': 41198, 'first_name': '', 'last_name': 'Fly', 'role': 'Story & Art'}, {'id': 43127, 'first_name': 'Tamamushi', 'last_name': 'Oku', 'role': 'Story & Art'}, {'id': 44768, 'first_name': '', 'last_name': 'Musshu', 'role': 'Story & Art'}, {'id': 45238, 'first_name': 'Izumi', 'last_name': 'Kawanami', 'role': 'Story & Art'}, {'id': 47691, 'first_name': 'Fumiko', 'last_name': 'Takada', 'role': 'Story & Art'}, {'id': 50726, 'first_name': 'Haruka', 'last_name': 'Kiriyama', 'role': 'Story & Art'}]",[],A yuri anthology by various mangaka.,"Éclair: Anata ni Hibiku Yuri Anthology has been published in English as Éclair: A Girls' Love Anthology That Resonates in Your Heart by Yen Press since June 5, 2018.",https://cdn.myanimelist.net/images/manga/3/189131l.jpg,https://myanimelist.net/manga/103012/Éclair__Anata_ni_Hibiku_Yuri_Anthology,Éclair: A Girls' Love Anthology That Resonates in Your Heart,エクレア あなたに響く百合アンソロジー,['Eclair: A Yuri Anthology to Resound in You']
8031,147458,Ryoushin no Shakkin wo Katagawari shite Morau Jouken wa Nihonichi Kawaii Joshikousei to Issho ni Kurasu Koto deshita.,manga,7.02,698,currently_publishing,,,2022-05-27,,3277,28,True,True,2022-06-01 03:59:26+00:00,2023-04-15 01:15:15+00:00,2022-05-27,,"['Comedy', 'Romance']",[],[],"[{'id': 40360, 'first_name': 'Meia', 'last_name': 'Mitsuki', 'role': 'Art'}, {'id': 54305, 'first_name': 'Megumi', 'last_name': 'Amane', 'role': 'Story'}]",['Comic Newtype'],"The main character, Yuya Yoshizumi, was being pressured into paying off the debt left by his parents who had fled abroad. It was his classmate, Kaede Hitotsuba, chosen as the cutest schoolgirl in Japan, who saved him from this crisis of life and death. However, there was a catch. The condition required to fulfill in return for taking over his debt was—""In return for the loan, you have to live with me.""

""Why did that happen?!""

Yuya's daily life collapsed on this day.

""Yuya-kun. Let's take a bath together. Yuya-kun, please be my hug pillow.""

""That's enough, Hitotsuba-san!""

The slapstick love comedy between the beautiful, but easy-going Kaede Hitotsuba and the serious and hard-headed Yuya Yoshizumi, starts now!

(Source: Kakuyomu, translated)",,https://cdn.myanimelist.net/images/manga/2/280207l.jpg,https://myanimelist.net/manga/147458/Ryoushin_no_Shakkin_wo_Katagawari_shite_Morau_Jouken_wa_Nihonichi_Kawaii_Joshikousei_to_Issho_ni_Kurasu_Koto_deshita,I'm Gonna Live with You Not Because My Parents Left Me Their Debt But Because I Like You,両親の借金を肩代わりしてもらう条件は日本一可愛い女子高生と一緒に暮らすことでした。,[]
8049,121485,Kaiko sareta Ankoku Heishi (30-dai) no Slow na Second Life,manga,6.76,2170,currently_publishing,,,2019-08-06,,8006,18,True,True,2019-08-31 15:37:46+00:00,2023-05-18 20:01:15+00:00,2019-08-06,,['Fantasy'],[],['Seinen'],"[{'id': 30943, 'first_name': 'Rokujuuyon', 'last_name': 'Okazawa', 'role': 'Story'}, {'id': 50368, 'first_name': '', 'last_name': 'Rurekuchie', 'role': 'Art'}]",['Young Magazine the 3rd'],"The dark soldier Dariel (30 years old) who can't use magic while in an army of demons, was fired for his lack of capacity. His desperate second life has begun in a human village where Dariel has arrived!

(Source: MU)",Kaiko sareta Ankoku Heishi (30-dai) no Slow na Second Life has been published digitally as an English simulpub as Chillin' in My 30s after Getting Fired from the Demon King's Army through K Manga.,https://cdn.myanimelist.net/images/manga/3/230023l.jpg,https://myanimelist.net/manga/121485/Kaiko_sareta_Ankoku_Heishi_30-dai_no_Slow_na_Second_Life,Chillin' in My 30s after Getting Fired from the Demon King's Army,解雇された暗黒兵士（30代）のスローなセカンドライフ,[]
8062,116008,Boukenka ni Narou!: Skill Board de Dungeon Kouryaku,manga,6.88,1138,currently_publishing,,,2018-09-14,,4118,5,True,True,2018-10-17 20:53:08+00:00,2022-03-13 19:58:47+00:00,2018-09-14,,"['Action', 'Adventure', 'Fantasy']",[],[],"[{'id': 20633, 'first_name': 'Renji', 'last_name': 'Kuriyama', 'role': 'Art'}, {'id': 49958, 'first_name': 'Aki', 'last_name': 'Hagiu', 'role': 'Story'}]",['Monster Comics'],"Haruki Karaboshi has no presence as far as can be recognized, and so he became an adventurer with only the desire to ""stand out."" One day, a dungeon appeared under his home in Hokkaido. Coincidentally, he picked up a ""Skill Board"" with which he can spend skill points to increase his growth rate. Is it possible to become a popular person by obsessively diving into your home dungeon every day?

(Source: Futabasha, translated) ","Boukenka ni Narou!: Skill Board de Dungeon Kouryaku has been published in English as Call to Adventure! Defeating Dungeons with a Skill Board by Seven Seas Entertainment since August 31, 2021.",https://cdn.myanimelist.net/images/manga/3/224107l.jpg,https://myanimelist.net/manga/116008/Boukenka_ni_Narou__Skill_Board_de_Dungeon_Kouryaku,Call to Adventure! Defeating Dungeons with a Skill Board,冒険家になろう！～スキルボードでダンジョン攻略～,"[""Let's be an Adventurer!: Defeating Dungeons with a Skill Board""]"
8077,94813,Kou-1 desu ga Isekai de Joushu Hajimemashita,manga,6.77,1998,currently_publishing,,,2015-03-05,,7609,28,True,True,2015-12-06 02:15:13+00:00,2022-06-27 20:36:43+00:00,2015-03-05,,"['Comedy', 'Ecchi', 'Fantasy', 'Romance', 'Supernatural']",['Harem'],[],"[{'id': 25351, 'first_name': 'Hiroyuki', 'last_name': 'Kagami', 'role': 'Story'}, {'id': 39732, 'first_name': 'Rika', 'last_name': 'Kamiyoshi', 'role': 'Art'}]",['Comic HJ Bunko'],"Accidentaly summoned by an ancient map, first year high school student, Kiyokawa Hiroto is forced by the arrogant Lord of the castle to exterminate the vampire that has been haunting his castle. Unexpectedly befriending a girl from Mummy tribe, Hiroto skillfully managed to capture the Vampire with her help. However, he is soon framed by the Lord of the castle. Bravely and kindly aiming to be a Lord, the fantasy of summoned to another world starts!""

(Source: Wakga)","Kou-1 desu ga Isekai de Joushu Hajimemashita has been published digitally in English as I'm a High Schooler, But I Became an Owner of a Castle in Another World by Fantasista Inc. through Manga Planet since January 11, 2022.",https://cdn.myanimelist.net/images/manga/2/168477l.jpg,https://myanimelist.net/manga/94813/Kou-1_desu_ga_Isekai_de_Joushu_Hajimemashita,"I'm a High Schooler, But I Became an Owner of a Castle in Another World",高1ですが異世界で城主はじめました,[]
8097,134932,Isekai Mokushiroku Mynoghra: Hametsu no Bunmei de Hajimeru Sekai Seifuku,light_novel,7.3,362,currently_publishing,,,2019-11-30,,1398,17,True,True,2021-03-20 19:56:28+00:00,2022-04-16 01:34:51+00:00,2019-11-30,,"['Adventure', 'Fantasy']","['Isekai', 'Reincarnation']",[],"[{'id': 32093, 'first_name': 'Fefu', 'last_name': 'Kazuno', 'role': 'Story'}, {'id': 53981, 'first_name': '', 'last_name': 'Jun', 'role': 'Art'}]",[],"Takuto Ira succumbed to illness at a young age and ended up reincarnating in a world that resembles the fantasy turn-based strategy game Eternal Nations. Not only did he reincarnate into his favorite game, but as the god who commands the evil civilization Mynoghra. With Mynoghra's beautiful hero unit, Sludge Witch Atou by his side, not even legendarily difficult race traits will stand in the way of restarting their civilization!

(Source: Cross Infinite World)","Isekai Mokushiroku Mynoghra: Hametsu no Bunmei de Hajimeru Sekai Seifuku began as a web novel on Shousetsuka ni Narou on November 1, 2017. The first official volume was published on November 30, 2019 by Micro Magazine-sha under the GC Novels label. Isekai Mokushiroku Mynoghra: Hametsu no Bunmei de Hajimeru Sekai Seifuku has been published digitally in English as Apocalypse Bringer Mynoghra: World Conquest Starts with the Civilization of Ruin by Cross Infinite World since June 30, 2021.",https://cdn.myanimelist.net/images/manga/3/249823l.jpg,https://myanimelist.net/manga/134932/Isekai_Mokushiroku_Mynoghra__Hametsu_no_Bunmei_de_Hajimeru_Sekai_Seifuku,Apocalypse Bringer Mynoghra: World Conquest Starts with the Civilization of Ruin,異世界黙示録マイノグーラ ～破滅の文明で始める世界征服～,"['Isekai Apocalypse Mynoghra: The World Conquest Start with Civilization of Ruin', 'Mynoghra the Apocalypse: Word Conquest by Civilization of Ruin']"
8112,138407,"Natsu e no Tunnel, Sayonara no Deguchi: Gunjou",manga,7.67,241,finished,4.0,17.0,2020-07-11,2021-10-16,1923,28,True,True,2021-07-05 13:58:25+00:00,2022-08-09 18:52:43+00:00,2020-07-11,2021-10-16,"['Drama', 'Mystery', 'Sci-Fi']",[],[],"[{'id': 34111, 'first_name': '', 'last_name': 'Koudon', 'role': 'Art'}, {'id': 54822, 'first_name': 'Mei', 'last_name': 'Hachimoku', 'role': 'Story'}]",['MangaONE'],"Kaoru Tono heard a rumor: The laws of space and time mean nothing to the Urashima Tunnel. If you find it, walk through and you'll find your heart's desire on the other side...in exchange for years of your own life. On the night Kaoru just so happens to find himself standing in front of a tunnel that looks suspiciously like the one the rumor describes, he finds himself thinking of Karen, the sister he lost in an accident five years ago. To Kaoru's surprise, he's been followed by the new transfer student Anzu Hanaki, who promises to help him experiment with the mysterious tunnel—but what does she want from Kaoru in exchange? And what will he have left to give, after the tunnel's done with him?

(Source: Seven Seas Entertainment)","Natsu e no Tunnel, Sayonara no Deguchi: Gunjou has been published in English as The Tunnel to Summer, the Exit of Goodbyes: Ultramarine by Seven Seas Entertainment since August 9, 2022.",https://cdn.myanimelist.net/images/manga/2/247760l.jpg,https://myanimelist.net/manga/138407/Natsu_e_no_Tunnel_Sayonara_no_Deguchi__Gunjou,"The Tunnel to Summer, the Exit of Goodbyes: Ultramarine",夏へのトンネル、さよならの出口 群青,[]
